term	exact_synonyms	abbreviations	broad_synonyms	narrow_synonyms	related_synonyms	classification	gtc_id	gsd_id	glycomotif_id	sources	eog_sentence
P1 tetra						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
P1 tri						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
Para-Forssman glycolipid						1A	G51699SI; G98848EU	GSD000142	GlycoMotif:GGM.000085; GlycoMotif:GDV.000066; GlycoMotif:CCRC.000085	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
Para-Lacto-N-neohexaose						1A				BIOOLIGO	
paragloboside						1A	G58896AZ; G48059CD; G40585SO	GSD000143	GlycoMotif:GGM.000077; GlycoMotif:GDV.000043; GlycoMotif:CCRC.000077	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Peptidoglycan						1A	G00023MO			PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	Variations in peptidoglycan structure may occur within the same organism at different stages of the cell cycle, during developmental processes, or at different sites in the same cell.
Pk						1A				PUBDICT_GLYCONAVI_ABBREV; PUBDICT_GLYCONAVI_NAME	PKD1, one of two ADPKD gene products associated with autosomal-dominant polycystic kidney disease (ADPKD), has been implicated in cell–cell and cell–matrix interactions.
Pk antigen	P^k antigen				Gb3; globotriaosylceramide; Gb_3	1A	G00059MO; G06000DZ		GlycoMotif:GGM.000068; GlycoMotif:GDV.000023; GlycoMotif:CCRC.000068	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_MOTIF_GTC	The P1PK blood group includes the P1 and Pk antigens.
polysaccharide A						1A				EOG_VARKI_4E	
Precusor Lewis a	Precusor Lea					1A	G23041XK			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
SD1a						1A	G63813EJ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
SDA						1A	G00062MO			PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	A related structure to the Sda antigen GalNAcβ1-4(Neu5Acα2-3)Galβ1-3(Neu5Acα2-6)GalNAc is found in O-glycans and glycolipids.
Sda antigen		Sda; Sd(A)				1A	G41052GC	GSD000145	GlycoMotif:GGM.000051	EOG_VARKI_4E; GSD_GLYGEN_V0	A related structure to the Sda antigen GalNAcβ1-4(Neu5Acα2-3)Galβ1-3(Neu5Acα2-6)GalNAc is found in O-glycans and glycolipids.
Sda/CT antigen	Sd^a/CT antigen					1A	G41052GC; G00062MO		GlycoMotif:GGM.000051; GlycoMotif:GDV.000086; GlycoMotif:CCRC.000051	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
SDLex	SDLe^x					1A	G19619KS; G69360KJ		GlycoMotif:GGM.000032; GlycoMotif:GDV.000103; GlycoMotif:CCRC.000032	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
Sia2TF						1A				BIOOLIGO	
Sialosyl galactosyl globoside	Sialosyl gal-globoside	SGG			monosialyl Gb5	1A	G32254QI			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
Sialyl Leaglycolipid						1A	G91326YS		GlycoMotif:CCRC.000127	CUMMINGS; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
sialyl Lewis a	sialyl-Lea; Sialyl Lewis a (SLea)  (CA19-9 antigen)	sLea; sLeA; SLea; SLe^a; Slea			CA19-9 antigen; NeuAca3-Lea	1A	G00053MO; G50321QR; G91326YS; G81971FM; G16258KS	GSD000150	GlycoMotif:GGM.000024; GlycoMotif:CCRC.000024; GlycoMotif:GDV.000090	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_MOTIF_GTC; GLYCOMOTIF_GDV	SLex and SLea epitopes (Chapter 14) were first identified as tumor antigens on glycosphingolipids.
Sialyl Lewis a glycolipid						1A	G50321QR		GlycoMotif:GDV.000089	GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
Sialyl Lewis a tetroase						1A				BIOOLIGO	
Sialyl Lewis a/x Like						1A	G25705KO			PUBDICT_GLYCAN_MOTIF	
sialyl Lewis c		SLec; SaiLec				1A	G46776WR			PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
sialyl Lewis x	sialyl-Lex	sLex; sLeX; SLe(x); SLe^x; SLex; Slex; SaiLex			NeuAca3-Lex	1A	G00054MO; G96401FK	GSD000151	GlycoMotif:GGM.000022; GlycoMotif:GDV.000105; GlycoMotif:CCRC.000022	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_MOTIF_GTC	Sulfated forms of the sialyl Lewis x determinant are also thought to contribute to Siglec recognition, as mentioned in Chapter 35.
Sialyl Lewis X (sLeX) pentaose						1A				BIOOLIGO	
Sialyl Lewis x Lewis x		SDLex			NeuAca3-dimer-Lex	1A	G45215IJ			SUGARBIND	
Sialyl Lewis x-i						1A	G06597DS			GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
sialyl Lewis x-i antigen						1A	G06597DS	GSD000152		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE	
sialyl T antigen						1A	G65562ZE; G56299XO	GSD000153	GlycoMotif:GGM.000013; GlycoMotif:GDV.000097; GlycoMotif:CCRC.000013	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
sialyl-Tn antigen	sialyl-Tn	sTn; sTn antigen				1A	G36123IU; G08371CD; G38301SX	GSD000157	GlycoMotif:GGM.000012; GlycoMotif:GDV.000117; GlycoMotif:CCRC.000012	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	In other instances, STn accumulation results from overexpression of the sialyltransferase ST6GALNAC1 (Figure 47.2).
Sialyllactotetraosylceramide						1A	G72692DY; G79536OW			SUGARBIND; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
sLeA						1A	G00053MO			PUBDICT_MOTIF_GTC	SLex and SLea epitopes (Chapter 14) were first identified as tumor antigens on glycosphingolipids.
sLeX						1A	G00054MO			PUBDICT_MOTIF_GTC	Leukocyte deficiency of SLex expression results in decreased extravasation with concomitant increased risk of infections.
SLex Core 2 O-glycan	SLe^x Core 2 O-glycan					1A	G97345NY		GlycoMotif:GGM.000053	GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF	
SLex on Core 2						1A				BIOOLIGO	
SLex on Core 2 O-glycan	SLex Core 2 O-glycan glycan					1A	G97345NY; G71121NN		GlycoMotif:GDV.000106; GlycoMotif:CCRC.000053	CUMMINGS; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
Slex-Lex						1A				BIOOLIGO	
SLex-Lex-Lex						1A				BIOOLIGO	
SM3						1A	G20044TD			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
SM4s						1A	G72548RZ			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
SSEA			SSEA-1; SSEA-3; SSEA-4			1A	G85497PI; G99053DY			PUBDICT_GLYCAN_MOTIF	
SSEA-1	stage-specific embryonic antigen-1					1A	G85497PI; G01187XC	GSD000159	GlycoMotif:GDV.000038	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	For example, stage-specific embryonic antigen-1 (SSEA-1), otherwise known as Lewis x (Lex) or CD15, is a principal marker of mouse ESCs but is not present on human ESCs.
SSEA-3	stage-specific embryonic antigen-3					1A	G25129BT; G99053DY; G19298OA	GSD000160	GlycoMotif:GGM.000079; GlycoMotif:CCRC.000079	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	Instead, human ESCs and induced pluripotent stem cells express globosides SSEA-3 and SSEA-4, and MAbs also react with TRA-1-60 and TRA-1-81, which detect keratan sulfate–related antigens and, also, the tetrasaccharide motif Galβ1-3GlcNAcβ1-3Galβ1-4GlcNAc.
SSEA-4	stage-specific embryonic antigen-4; Stage specific embryonic antigen-4					1A	G84263XI; G32254QI	GSD000161		EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	Instead, human ESCs and induced pluripotent stem cells express globosides SSEA-3 and SSEA-4, and MAbs also react with TRA-1-60 and TRA-1-81, which detect keratan sulfate–related antigens and, also, the tetrasaccharide motif Galβ1-3GlcNAcβ1-3Galβ1-4GlcNAc.
STn						1A				PUBDICT_GLYCONAVI_NAME	In other instances, STn accumulation results from overexpression of the sialyltransferase ST6GALNAC1 (Figure 47.2).
Sulf-lactosylceramide						1A	G20044TD			SUGARBIND	
sulfatide						1A	G72548RZ; G07169WN; G60011XD; G40843KY; G95090DW	GSD000162	GlycoMotif:GGM.000063; GlycoMotif:GDV.000051; GlycoMotif:CCRC.000063	EOG_VARKI_4E; GSD_GLYGEN_V0; SUGARBIND; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCONAVI_NAME	This deficit affects GAG degradation and any other sulfated glycan such as sulfatides.
Sulfo Lewis X						1A				BIOOLIGO	
Sulfo-isogloboside					Mono-sulfated isoglobotetraosylceramide	1A	G56133NW; G30925QW; G10057XH; G57036MA		GlycoMotif:GGM.000074; GlycoMotif:GDV.000076; GlycoMotif:CCRC.000074	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
T antigen	Thomsen-Fridenreich antigen; TF antigen; T (also TF)  antigen; T or TF antigen					1A	G00031MO; G78436BB	GSD000163	GlycoMotif:GGM.000009; GlycoMotif:GDV.000027; GlycoMotif:CCRC.000009	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	Amaranthin specifically recognizes Thomsen–Fredenreich (TF or T antigen) (Galβ1-3GalNAcα1-) and sialyl-T (Siaα2-3Galβ1-3GalNAcα1-) antigens.
Tetraosylceramide						1A	G95034OI			SUGARBIND	
TF						1A				PUBDICT_GLYCONAVI_NAME	
Tn antigen	Thomsen-Nouveau antigen					1A	G57321FI; G61406KC	GSD000167	GlycoMotif:GGM.000008; GlycoMotif:GDV.000062	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	In this condition a subset of bone marrow–derived blood cells express the Tn antigen (O-linked N-acetylgalactosamine, GalNAcα-O-Ser/Thr) and sialyl-Tn (NeuAcα2-6GalNAcα-O-Ser/Thr), thus becoming susceptible to hemagglutination by naturally occurring anti-Tn antibodies that exist in most normal humans.
tri-Lewis x						1A				BIOOLIGO	
Tri-Lex						1A				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
trifucosyl Lewis b	trifucosyl-Leb antigen; Trifucosyl-Lewis b Antigen					1A	G74578MX	GSD000173		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
trifucosyl lewis y	trifucosyl Ley; Trifucosyl-Lewis y Antigen					1A	G74917JX	GSD000174		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Trisialogangliotetraosylceramide		GT1b		NeuAc-GT1b		1A	G40183QN			SUGARBIND; PUBDICT_GLYCAN_MOTIF	
truncated core 1 O-glycan	truncated core 1 structure					1A				EOG_VARKI_4E	
Umbelliferose						1A				PUBDICT_GLYCONAVI_NAME	
VIM						1A	G00065MO			PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
VIM-2						1A	G22418PV; G01296LJ; G00065MO	GSD000180	GlycoMotif:GGM.000033; GlycoMotif:GDV.000111; GlycoMotif:CCRC.000033	GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; SUGARBIND; GLYCOEPITOPE; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Xeno antigen type 1						1A				BIOOLIGO	
Xeno antigen type 2						1A				BIOOLIGO	
Xeno lewis a						1A				BIOOLIGO	
Xeno lewis X						1A				BIOOLIGO	
2'-F-Di-LN						1B				BIOOLIGO	
2,6-sialyl-Sulfo-LN	6-sialyl-6-sulfo LN					1B	G43191LZ; G41145LF		GlycoMotif:GGM.000026; GlycoMotif:GDV.000115; GlycoMotif:CCRC.000026	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
2-6-branch of complex N-glycans						1B	G56868BH			EOG_VARKI_4E; TERMS_GLYGEN_CURATORS	
3-sialyl LN (type 2)	3-Sialyl-LN (type 2)		type 2; 3-Sialyl-LN			1B	G10203DW	GSD000005	GlycoMotif:GGM.000034; GlycoMotif:GDV.000112	GSD_GLYGEN_V0; BIOOLIGO; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV	
3-Sialyl-LN						1B	G10203DW		GlycoMotif:CCRC.000034	GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
3-SLDN						1B				BIOOLIGO; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
4'-sulfated LDN						1B	G18464VS; G31301MT		GlycoMotif:GGM.000049; GlycoMotif:GDV.000078; GlycoMotif:CCRC.000049	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
6'-Sia-6-su-LacNAc						1B				BIOOLIGO	
6'-SiaDi-LN						1B				BIOOLIGO	
6,6'-sulfo LacNAc						1B	G24270KX			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
6,6,6'-Sulfo LacNAc						1B	G41392LY			GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF	
6-Sialyl LN (type 1)					6-sialyl GalNAc	1B	G73708UL			PUBDICT_GLYCAN_MOTIF	
6-Sialyl LN (type 2)					6-sialyl GalNAc	1B	G73708UL			PUBDICT_GLYCAN_MOTIF	
6-sulfo LacNAc						1B	G13157WZ	GSD000010		GSD_GLYGEN_V0; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
Bi-LDN						1B				BIOOLIGO	
biantennary N-glycan	diantennary; N-Glycan biantennary					1B	G98414DB	GSD000022	GlycoMotif:GGM.001037	EOG_VARKI_4E; GSD_GLYGEN_V0; GLYCOMOTIF_GGM	
bisecting GlcNAc	bisecting N-acetylglucosamine; bisecting β1-4GlcNAc					1B		GSD000024		EOG_VARKI_4E; GSD_GLYGEN_V0	A bisecting GlcNAc on a biantennary N-glycan is shown in Figure 9.5, and it may be present in all of the more highly branched N-glycans.
bisecting α1-4GlcNAc	bisecting α1-4GlcNAc			bisecting GlcNAc		1B				EOG_VARKI_4E	
C-Series Gangliosides Oligosaccharide / Gangliotetraosyl Core Structure						1B	G78818SP			GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF	
C-Series gangliosides oligosaccharide / hemato- or ganglio-type						1B	G45770AV			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF	
ceramide dihexosyl sulfate						1B	G04416BG; G50926NK; G98482BC	GSD000041	GlycoMotif:GGM.000065; GlycoMotif:GDV.000049; GlycoMotif:CCRC.000065	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
complex-type N-glycan	complex N-glycan; complex N-linked glycan; N-Glycan complex					1B	G35698AZ; G00030MO	GSD000045	GlycoMotif:GGM.001004	EOG_VARKI_4E; GSD_GLYGEN_V0; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	Complex N-glycans can have up to five branches initiated (more...) N-Glycans are added to secreted and membrane-bound glycoproteins at Asn-X-Ser/Thr sequons.
core fucose		Core Fuc	6-linked Fuc; a6-linked Fuc; a1-6 Fuc		Fuca6 to chitobiose core; Fuc a1-6 to chitobiose core; Fuca6 to internal GlcNAc; Fuc a1-6 to internal GlcNAc	1B	G78059CC	GSD000049		EOG_VARKI_4E; GSD_GLYGEN_V0	Drosophila does not extend its core fucose residues with additional capping monosaccharides nor modify its N-linked glycans by O-methylation, both of which occur extensively in Caenorhabditis elegans (Chapter 25).
Di-LN						1B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
Disialyl-branched Type 2						1B	G54937EM		GlycoMotif:GDV.000107	CUMMINGS; GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
Disialylated pentaose type 1						1B				BIOOLIGO	
Disialylated tetraose type 1						1B				BIOOLIGO	
Disialylated tetraose type 2						1B				BIOOLIGO	
fucosylated lacdiNAc	Fucosylated lacdiNAc	LDNF; LDN-F				1B	G02240AO	GSD000075	GlycoMotif:GGM.000017	GSD_GLYGEN_V0	
Fucosylated LDN		LDNF	LacdiNAc			1B	G02240AO		GlycoMotif:GGM.000017; GlycoMotif:GDV.000067; GlycoMotif:CCRC.000017	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
Gal a(1-3') LacNAc						1B				BIOOLIGO	
Gal-CTH						1B	G91649BT			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
GNLN						1B				PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	
high-mannose N-glycan	oligomannose N-glycan; high mannose; high-mannose-type N-glycan; oligomannose-type N-glycan; oligomannosyl N-glycan; N-Glycan high mannose					1B	G55220VL; G00028MO	GSD000108	GlycoMotif:GGM.001002	EOG_VARKI_4E; GSD_GLYGEN_V0; PUBDICT_MOTIF_GTC; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF	Small oligomannose N-glycans have been found in relatively large amounts in invertebrates and plants.
hybrid N-glycan	hybrid-type N-glycan; hybrid-type; N-Glycan hybrid					1B	G16828VN; G19610CW; G00029MO	GSD000110	GlycoMotif:GGM.001003	EOG_VARKI_4E; GSD_GLYGEN_V0; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
LacdiNAc		LDN				1B	G31736BK; G00057MO	GSD000115	GlycoMotif:GGM.000016; GlycoMotif:GDV.000074; GlycoMotif:CCRC.000016	EOG_VARKI_4E; GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV	Less commonly, the LacdiNAc motif can also be repeated (termed polyLacdiNAc).
LacNAc-Gal						1B	G06580KR			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
LDN-F						1B	G02240AO			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCOSMOS	
lipid A core oligosaccharide						1B				EOG_VARKI_4E	Genetically interrupting biosynthesis of the lipid A core oligosaccharide prevents coupling of the O-antigen, thereby allowing engineering of novel glycans on lipid A for display on the cell surface.
LN2	LN2, I antigen		i antigen			1B	G45207BM; G11259JT		GlycoMotif:CCRC.000002; GlycoMotif:CCRC.000006	GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
LN3						1B	G85779MY		GlycoMotif:CCRC.000007	GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
LPS core						1B	G00022MO			PUBDICT_GLYCAN_MOTIF	
LS tetrasaccharide b						1B				BIOOLIGO	
LS-hexasaccharide d						1B				BIOOLIGO	
LS-tetrasaccharide a						1B				BIOOLIGO	
LS-tetrasaccharide d						1B				BIOOLIGO	
LSTc pentasaccharide						1B	G72506RN			SUGARBIND	
Mono-fucosyl LN						1B	G64227KZ; G65223RT		GlycoMotif:GDV.000041	GLYCOMOTIF_GDV; PUBDICT_GLYCAN_MOTIF	
Mono-fucosyl LN3	Mono-fucosyl LN_3					1B	G65223RT; G80291PD		GlycoMotif:GGM.000122; GlycoMotif:CCRC.000122	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
Mono-fucosyl LN5	Mono-fucosyl LN_5					1B	G64227KZ; G93536PN		GlycoMotif:GGM.000121; GlycoMotif:CCRC.000121	CUMMINGS; GLYCOMOTIF_GGM; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
Monosialylganglioside LSTb						1B	G83513YI; G72506RN		GlycoMotif:GDV.000116; GlycoMotif:CCRC.000128	CUMMINGS; GLYCOMOTIF_GDV; GLYCOMOTIF_CCRC; PUBDICT_GLYCAN_MOTIF	
N-acetyllactosamine	Lactosamine	LN; LacNAc				1B	G66213AR; G00055MO; G04616ST		GlycoMotif:CCRC.000001; GlycoMotif:CCRC.000005	EOG_VARKI_4E; PUBDICTIONARIES-GLYCAN-IMAGE; PUBDICT_GLYCOSMOS; PUBDICT_GLYCONAVI_NAME; PUBDICT_GLYCONAVI_ABBREV; PUBDICT_MOTIF_GTC; GLYCOMOTIF_CCRC	The LacNAc units can sometimes be repeated, giving extended poly-N-acetyllactosamines (sometimes incorrectly called “polylactosamines”) (Chapter 14).
N-acetyllactosamine (type 2)	Type 2 LN; N-acetyllactosamine; N-acetyllactosamine type 2; Lactosamine Type 2		LacNAc; N-acetyllactosamine	N-acetyllactosamine		1B	G00055MO	GSD000129	GlycoMotif:GGM.000001	GSD_GLYGEN_V0; CUMMINGS; GLYCOMOTIF_GGM; PUBDICT_GLYCAN_MOTIF	These reactions may recur to form poly-N-acetyllactosamine [-3Galβ1-4GlcNAcβ1-]n (poly-LacNAc).
N-glycan core				N-Glycan core basic		1B	G00026MO		GlycoMotif:GGM.001001	EOG_VARKI_4E; GLYCOMOTIF_GGM; PUBDICT_MOTIF_GTC	
N-Glycan core basic						1B	G00026MO			PUBDICT_GLYCAN_MOTIF	
N-Glycan core, arm-fucosylated						1B	G05006NI		GlycoMotif:GGM.001025	GLYCOMOTIF_GGM	
N-glycan core, bisected						1B	G68395LV		GlycoMotif:GGM.001023	GLYCOMOTIF_GGM	
N-Glycan core, core-fucosylated						1B	G68504BA		GlycoMotif:GGM.001024	GLYCOMOTIF_GGM	
N-glycan core, truncated						1B	G63560NE; G59883YF		GlycoMotif:GGM.001022	GLYCOMOTIF_GGM	
N-Glycan truncated motif. First GlcpNAC cut off						1B	G00027MO			PUBDICT_GLYCAN_MOTIF	
Neo Lactosamine						1B	G00056MO			PUBDICT_GLYCAN_MOTIF; PUBDICT_MOTIF_GTC	
O-Fucose						1B	G82576YO			PUBDICT_GLYCAN_MOTIF	O-Fucose can be elongated to a tetrasaccharide (Siaα2–3/6Galβ1-4GlcNAcβ1-3Fucα-O-Ser/Thr) in certain contexts (e.g., EGF1 from human clotting factor IX and EGF12 from mouse NOTCH1) (Table 13.1), but not in others (e.g., EGF1 from human clotting factor VII and EGF5 from mouse NOTCH1).
O-Fucose / Thrombospondin Type 1 Repeat	O-fucose glycan / thrombospondin type 1 repeat					1B	G36855WW			PUBDICT_GLYCAN_MOTIF; PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE	
O-Fucose Core	O-Glycan O-Fucose Core					1B	G49112ZN		GlycoMotif:GGM.001035	GLYCOMOTIF_GGM	
oligomannose	oligomannosyl structure					1B				EOG_VARKI_4E	
Outer arm fucose						1B				EOG_VARKI_4E	
paucimannose N-glycan	paucimannosidic N-glycan					1B		GSD000144		EOG_VARKI_4E; GSD_GLYGEN_V0	These Man3–4GlcNAc2 N-glycans (paucimannose N-glycans) are formed from GlcNAcMan3–4GlcNAc2 following removal of the peripheral GlcNAc by a Golgi hexosaminidase that acts after α-mannosidase II (Chapters 24 and 26).
poly-KDN						1B	G42911NE			PUBDICTIONARIES-GLYCAN-IMAGE; GLYCOEPITOPE; PUBDICT_GLYCAN_MOTIF; PUBDICT_GLYCOSMOS	
poly-lacto-N-biose						1B				EOG_VARKI_4E	
poly-N-acetylglucosamine	poly-GlcNAc	PNAG				1B				EOG_VARKI_4E	
